Profile_URL,Name,Type,Area,Sale Contact,Description,latlong,Property ID,Floor Area,Land Area,Energy,Parking,Building Type,Annual Return,Availability,Category,LastUpdated,GalleryImage,Agents,,,,,,,,,,
https://www.commercialrealestate.com.au/property/97-parraweena-road-caringbah-nsw-2229-2016275014,97 Parraweena Road Caringbah NSW 2229,"Factory, Warehouse & Industrial",506 m²,"For Sale, For Sale via Expression of Interest","CPG is proud to present to the market an exciting opportunity to own a landmark corner on Taren Point Road. Enjoying over 60 metres* of frontage to Taren Point Road, the property has a 506m²* showroom set on a 1,038m²* parcel of land and sitting within the highly desirable B5 Business Development zoning allowing bulky goods and specialised retail. | A rare opportunity to showcase your business with a trophy location and be amongst national businesses of the likes Bunnings Warehouse, Nick Scali, Coats Hire, McDonald's & Harvey Norman to name a few. | With further redevelopment and value add opportunities this property is certainly not to be missed. | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016275014,506 m²,"1,038 m²",,6 x Onsite parkings,,Ask Agent,Vacant," Factory, Warehouse & Industrial Development / Land Showrooms / Bulky Goods",4-Jun-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016275014_2_1_200522_072306-w1688-h1125 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016275014_1_1_200522_072306-w1680-h1117 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016275014_3_1_200522_072306-w1688-h1125 | ",[Damen Astey : 0431 817 616 : https://www.commercialrealestate.com.au/real-estate-agents/commercial-property-group---bennett-19628] | [Hayden Bennett : 0477 665 455 : https://www.commercialrealestate.com.au/real-estate-agents/commercial-property-group---bennett-19628] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/175-racecourse-road-cobram-vic-3644-2016241892,175 Racecourse Road Cobram VIC 3644,"Factory, Warehouse & Industrial","1,400 m²","For Sale, Contact Agent","Passing Rental: $26,000 pa (net) | High Bay Access & Ample Parking | Dual Crossover for Ease of Truck Access | CBRE, in conjunction with Kerr Real Estate, are pleased to present 175 Racecourse Road, Cobram, VIC. | The 14,000sqm* land area located in the Murray Valley Region of Victoria, offers expansion opportunities into the future. The milk logistics and transportation tenant will be here for good. | Investment details: | + Lessee: D & C Contracting Pty Ltd | + Passing rental: $26,000 per annum | + Term: month to month | + Commencement: 20th March 2017 |  |  |  |  |  |  |  |  |  |  |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016241892,"1,400 m²",1.46 ha,,On site parking available,,Ask Agent,Tenanted," Factory, Warehouse & Industrial Rural / Farming",4-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016241892_1_1_200503_114312-w1920-h1280 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016241892_2_1_200503_114312-w1920-h1280 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016241892_3_1_200503_114312-w1920-h1280 | ",[Lachlan May : 0410 575 473 : https://www.commercialrealestate.com.au/real-estate-agents/cbre-melbourne-22712] | [Tim Homes : +61 439 321 707 : https://www.commercialrealestate.com.au/real-estate-agents/cbre-melbourne-22712] | [Fergus Pragnell : +61 410 681 492 : https://www.commercialrealestate.com.au/real-estate-agents/cbre-melbourne-22712] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/119-125-hume-highway-chullora-nsw-2190-2016193471,119-125 Hume Highway Chullora NSW 2190,"Factory, Warehouse & Industrial",746 m²,"For Sale, Contact Agent","Triple street frontage | B5 Business Enterprise zoning | 60,000+ cars passing daily | JLL is pleased to present 119-125 Hume Highway to the market for sale via Expressions of Interest closing Tuesday, 12th May 2020 at 3pm. | This represents an exceptional opportunity to acquire a triple street fronted, imposing block of land along a major arterial road in Sydneys West. | Key Property Features | - Site: 2,119sqm* | - Building area: 746sqm* | - Zoned B5 Enterprise | - Development upside (STCA) | - 86m* frontage to Hume Highway | - Flexible leaseback of 12-24 months | - Passing Income of $360,000pa Net + GST | - Triple street frontage Shellcote Rd, Noble Ave & Hume Hwy |  |  |  |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016193471,746 m²,"2,119 m²",,On site parking available,,Ask Agent,Vacant," Factory, Warehouse & Industrial Development / Land Showrooms / Bulky Goods",27-Apr-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016193471_1_1_200426_112322-w1920-h1439 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016193471_2_1_200403_121303-w1920-h1281 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016193471_3_1_200426_112322-w1920-h1439 | ",[Ryan Jennings : +61 432 030 014 : https://www.commercialrealestate.com.au/real-estate-agents/jll---parramatta-22857] | [David Lidgard : +61 467 644 401 : https://www.commercialrealestate.com.au/real-estate-agents/jll---parramatta-22857] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/42-46-alfred-road-chipping-norton-nsw-2170-2016189465,42 - 46 Alfred Road Chipping Norton NSW 2170,"Factory, Warehouse & Industrial","2,378 m²","For Sale, Contact Agent","Freehold site with income | Flexible lease back 6-12months | Potential to increase building (STCA) | JLL South West are pleased to offer 42-46 Alfred Road, Chipping Norton to the market for sale via Expressions of Interest closing Thursday 7th May 2020 at 3:00pm. | This is a unique opportunity for developers, investors or owner occupiers seeking a significant freehold site in one of Sydneys most established precinct and is part of the booming M5 corridor. | Wash bay facilities | Site area: 9,194sqm* | Building area: 2,378sqm* | Zoned IN2 Light Industrial | Access via 12 roller doors | 6-12 month leaseback available | Potential to increase building area (STCA) | Freestanding building with low site coverage | Ability to split factory into two separate areas | Full drive around building with large flat secure yard | Surplus yard suitable for container set down/ storage | 65m* frontage to Alfred Road excellent for passing trade | Lease back rental - $33,400 per month + GST ($400,000 pa net) |  |  |  |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016189465,"2,378 m²","9,194 m²",,On site parking available,,Ask Agent,Vacant," Factory, Warehouse & Industrial Development / Land",27-Apr-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016189465_1_1_200401_015439-w800-h599 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016189465_2_1_200401_015439-w1920-h1283 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016189465_3_1_200401_015439-w1920-h1283 | ",[Ryan Jennings : +61 432 030 014 : https://www.commercialrealestate.com.au/real-estate-agents/jll---parramatta-22857] | [Bella Cass : +61 405 511 382 : https://www.commercialrealestate.com.au/real-estate-agents/jll---parramatta-22857] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/43-61-turner-road-gregory-hills-nsw-2557-2016184363,43-61 Turner Road Gregory Hills NSW 2557,"Factory, Warehouse & Industrial","94,000 m²","For Sale, Please contact agent","244m (approx) frontage to Turner Road | 4 seperate lots | Booming South West Sydney Growth Area | EOI closes 28th May 2020 at 4pm | Located in the booming South West Growth Centre | 23km to Badgerys Creek Airport | 25km to Moorebank Intermodal | Access to M5 Motorway via Narellan Road | Access to M7 Motorway via Camden Valley Way | 94,000m² (approx.) of industrial land | Zoned IN1 General Industrial | 244 metre frontage to Turner Road | One of the last remaining significant industrial sites in South West Sydney | Adjoining Stockland industrial development site | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016184363,"94,000 m²",9.4 ha,,On site parking available,,Ask Agent,Vacant," Factory, Warehouse & Industrial Development / Land",25-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016184363_1_1_200326_062836-w1600-h1132 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016184363_2_1_200331_083723-w1600-h1131 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016184363_3_1_200326_062836-w1600-h1132 | ",[Adrian Balderston : +61 407 506 010 : https://www.commercialrealestate.com.au/real-estate-agents/colliers-international-sydney-south-west-19820] | [Fab Dalfonso : 0412 549 766 : https://www.commercialrealestate.com.au/real-estate-agents/colliers-international-sydney-south-west-19820] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/29-mavis-street-revesby-nsw-2212-2016172862,29 Mavis Street Revesby NSW 2212,"Factory, Warehouse & Industrial",950 m²,"For Sale, Auction Forthcoming","* Located just off Milperra Road minutes away from M5 on/off ramps | * Two functional freestanding buildings on 2,700m² land | * Excellent truck & container access | * Level and secure site suitable for a variety of users | * Large concrete hardstand area for loading/unloading | * Previously approved for material recycling | * To be sold at auctionif not sold prior | Available areas: | Front building area: 500m² | Rear building area: 450m² | Total Building areas: 950m² Approx. |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016172862,950 m²,"2,700 m²",,Ask Agent,,Ask Agent,Vacant," Factory, Warehouse & Industrial Development / Land Showrooms / Bulky Goods",8-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016172862_1_1_200508_120710-w800-h600 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016172862_2_1_200320_062250-w800-h600 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016172862_3_1_200320_062250-w800-h600 | ",[Osman Omar : 0414 311 377 : https://www.commercialrealestate.com.au/real-estate-agents/industrial-zone-real-estate-19809] | [Mark Sfeir : 0403 125 010 : https://www.commercialrealestate.com.au/real-estate-agents/industrial-zone-real-estate-19809] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/unit-2-476-gardeners-road-alexandria-nsw-2015-2016115035,Unit 2/476 Gardeners Road Alexandria NSW 2015,"Factory, Warehouse & Industrial","1,238 m²",Expressions of Interest,"Up to 9m internal clearance | 13 Secure basement car spaces | O'Riordan street frontage | Century Estate is located at the intersection of two of the main South Sydney arterial roads, being O'Riordan Street & Gardeners Road. The property is located on the north eastern corner of the intersection and extends along Gardeners Road to the Ellis Avenue corner, where there is additional access to the estate. The property is approximately 8km south of the Sydney CBD, 2km north of the Airport and approximately 500m from Mascot Station. The property is situated in the heart of the South Sydney's bulky goods & automotive showroom hub, with neighbours including Harvey Norman, Domayne, Officeworks, as well as Porsche, Mercedes Benz and Trivett, all within close proximity. |  | Modern office/showroom/warehouse premises. The estate was strata titled in 2005. The property features high clearance warehousing ranging from 7.8m to 9.0m internal clearance, which is accessed via a container height roller shutter. |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016115035,"1,238 m²",Ask Agent,,13 x Onsite parkings,,Ask Agent,Vacant," Factory, Warehouse & Industrial Showrooms / Bulky Goods",28-Feb-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F12973161_1_1_200227_063115-w800-h534 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F12973161_2_1_200227_063115-w800-h534 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F12973161_3_1_200227_063115-w800-h534 | ",[Artie Kalpidis : 0403 383 333 : https://www.commercialrealestate.com.au/real-estate-agents/link-property-services-19936] | [Chris Sully : 0439 383 444 : https://www.commercialrealestate.com.au/real-estate-agents/link-property-services-19936] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/2-30-maddox-street-alexandria-nsw-2015-2016287584,2/30 Maddox Street Alexandria NSW 2015,Offices,101 m²,"For Sale, Very Affordable","Popular Complex | Walk to Green Square Train | Affordable price | Opportunity to purchase an excellent fully fitted out workspace which is leased until March 2021. | Buy as an investment or to occupy at lease end in March 2021. | Features include: | Character , refurbished industrial building | Split level, air conditioned space | Full fit out | New toilet , shower and kitchenette on the ground floor | Upper level divided into 3 offices | Upper level has high vaulted ceiling with large skylight windows. | One car space on title | Great cafe adjoining- Crave Cafe and ample other choices for food in the area including The Grounds, Fratelli Fresh, Campos Coffee, Sun Studios, Bitton, Bread and Circus, Copper Mill Cafe, Gypsey Expresso and more. | Train and buses nearby |  |  | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016287584,101 m²,Ask Agent,,1 x Onsite parking,,Ask Agent,Tenanted," Offices Factory, Warehouse & Industrial Showrooms / Bulky Goods",31-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016287584_1_1_200531_054540-w2016-h1512 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016287584_2_1_200531_054540-w2016-h1512 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016287584_3_1_200531_054540-w4032-h3024 | ",[Mark Furneaux : 0407 195 600 : https://www.commercialrealestate.com.au/real-estate-agents/furneaux-property-23915] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/239-hume-highway-cabramatta-nsw-2166-2016284138,239 Hume Highway Cabramatta NSW 2166,"Factory, Warehouse & Industrial","6,542 m²","For Sale, Contact Agent","6,542 sqm Hume Highway Opportunity | Strategic Inner City Landholding | Substantial Development Upside | Cushman & Wakefield are pleased to present to the market via Offers to Purchase a rarely available Sydney Metropolitan investment and development opportunity strategically positioned on the Hume Highway in Cabramatta, Sydney. | This rare opportunity features: | 6,542 sqm major highway site fronting the Hume Highway in Cabramatta, Sydney | Over 110 metres of frontage to the Hume Highway* | Cabramatta - One of Sydneys strongest growing inner city locations situated 30 km south west to the Sydney CBD and 5 km to Liverpool CBD | Located amongst major and national retailers including McDonalds, Shell, Oporto, BP, Caltex, OzCar, Total Tools and many more | Strategically positioned within a strong residential, commercial and industrial catchment | Zoned B5: Business Development - Favourable development zoning (STCA) | Exceptional traffic count volume with over 60,000 passing vehicles daily | Extremely rare major inner city land holding | Generous holding income | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016284138,Ask Agent,"6,542 m²",,On site parking available,,Ask Agent,Vacant," Factory, Warehouse & Industrial Shop & Retail Showrooms / Bulky Goods",1-Jun-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016284138_1_1_200528_091416-w1920-h1279 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016284138_2_1_200528_091416-w1920-h1279 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016284138_3_1_200528_091416-w1920-h1279 | ",[Geoff Sinclair : 0451 462 759 : https://www.commercialrealestate.com.au/real-estate-agents/cushman-wakefield-sydney-11437] | [Yosh Mendis : 0434 413 188 : https://www.commercialrealestate.com.au/real-estate-agents/cushman-wakefield-sydney-11437] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/50-52-shepherd-street-marrickville-nsw-2204-2016280523,50-52 Shepherd Street Marrickville NSW 2204,"Factory, Warehouse & Industrial",560 m²,Commercial Auction,"Key features: | • Single level industrial building of approximately 560m2 | • Potential to suit a wide range of uses, reconfigurations or developments S.T.C.A. | • Ample 3 phase power - formerly used as a print factory | • Rear lane access | • Roller shutter access front and back | • High demand central location | • Zoned B7 Business Park | • Secure your freestanding industrial in Sydney's Inner West | • A rare opportunity to take advantage of some of the best value we have seen in this market for many years | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016280523,560 m²,588 m²,0-star NABERS Energy rating,Ask Agent,,Ask Agent,Vacant," Factory, Warehouse & Industrial Development / Land Offices",5-Jun-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016280523_3_1_200527_021808-w2247-h1500 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016280523_4_1_200527_021808-w2247-h1500 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016280523_1_1_200527_021808-w4500-h3000 | ",[Luke Smith : 0416 281 577 : https://www.commercialrealestate.com.au/real-estate-agents/raine-horne-commercial-inner-westsouth-sydney-8573] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/unit-2-11-aero-road-ingleburn-nsw-2565-2016272712,Unit 2/11 Aero Road Ingleburn NSW 2565,"Factory, Warehouse & Industrial",457 m²,"For Sale, Contact Exclusive Agents","The subject property is located on Aero Road, just off Lancaster Street within the heart of the Ingleburn Industrial precinct. Excellent access to the M5 & M7 Motorways is provided via the Brooks Road on-ramp, and South Bound to Melbourne via the Campbelltown Road on-ramp. All essential services of the Ingleburn CBD including bus & rail services are within close proximity to the property. | • Total area - 457m² | • High clearance concrete panel and brick constructed industrial unit | • Container height roller door access | • Internal amenities | • Security fencing | • Inspection is a must | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016272712,457 m²,Ask Agent,,Ask Agent,,Ask Agent,Vacant," Factory, Warehouse & Industrial",27-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016272712_1_1_200521_064008-w800-h600 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016272712_2_1_200521_064008-w800-h600 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016272712_3_1_200521_064008-w800-h600 | ",[Maria Agostino : 0413 133 899 : https://www.commercialrealestate.com.au/real-estate-agents/raine-horne-commercial-macarthur-23588] | [Daniel Krobot : 0411 215 339 : https://www.commercialrealestate.com.au/real-estate-agents/raine-horne-commercial-macarthur-23588] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/silverwater-nsw-2128-2016270525,Silverwater NSW 2128,"Factory, Warehouse & Industrial",209 m²,"For Sale, $1,200,000 ex GST","The property provides quick access to Silverwater Road, Parramatta Road and the M4 Motorway. | * Well presented Warehouse/Office facility situated in a modern complex provides access via one (1) container height roller shutter door. | * Clearspan warehouse offers internal clearances ranging from 5.8m up to 6.7m (approx). | * Mezzanine level office accommodation is freshly carpeted and air-conditioned with full staff amenities. | * The property benefits from a 60sqm (approx) mezzanine storage level which has not been included in the quoted building area. | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016270525,209 m²,Ask Agent,,2 x Onsite parkings,,Ask Agent,Ask Agent," Factory, Warehouse & Industrial",20-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016270525_1_1_200520_070104-w1920-h1440 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016270525_2_1_200520_070104-w1920-h1440 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016270525_3_1_200520_070104-w1920-h1440 | ",[Adam Hooper : 0431 566 446 : https://www.commercialrealestate.com.au/real-estate-agents/lj-hooker-commercial-silverwater-19709] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/2-green-street-revesby-nsw-2212-2016270034,2 Green Street Revesby NSW 2212,"Factory, Warehouse & Industrial",780 m²,"For Sale, $2,150,000.00 ex GST","Quality Freestanding Investment | Blue Ribbon Southwest Location | Excellent Opportunity | Located in a quiet cul-de-sac just off Marigold Street. Green Street is situated in the heart of Revesby's industrial precinct and only minutes to Milperra Road and The M5 Motorway. |  | Niemeyer Commercial Industrial Property are pleased to offer 2 Green Street, Revesby to the market For Sale; | - Building Area: 780 m2 | - Land Area: 935 m2 | - Currently leased to John Giles Pty Ltd until 31/12/2020 with additional options | - Returning $98,181 PA Gross + GST | - Clearspan warehouse with good internal clearance | - Easy truck access with onsite parking | - Well appointed first floor air conditioned offices | - Zoned IN1 General Industrial under Canterbury Bankstown Council | - Inspection via appointment only | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016270034,780 m²,Ask Agent,,Ask Agent,,Ask Agent,Tenanted," Factory, Warehouse & Industrial",20-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016270034_1_1_200520_050938-w800-h533 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016270034_2_1_200520_050938-w800-h533 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016270034_3_1_200520_050938-w800-h533 | ",[Emilios Michael : 0419 014 197 : https://www.commercialrealestate.com.au/real-estate-agents/niemeyer-commercial-industrial-property-11441] | ,,,,,,,,,,
https://www.commercialrealestate.com.au/property/6-hepher-road-campbelltown-nsw-2560-2016262068,6 Hepher Road Campbelltown NSW 2560,"Factory, Warehouse & Industrial","11,440 m²","For Sale, Please contact agent","Up to 11.7 meter internal clearance | ESFR sprinkler system | 4 x 5 tonne cranes | Expressions of Interest closes 12pm Thursday 25th June 2020 | Full concrete 11,440m2 warehouse | 1,000 amps of power | Up to 11.7 meter internal clearance | ESFR sprinkler system | 4 x 5 tonne cranes & 2 x 16 tonne cranes | 6 roller doors | Up to 51 meter concrete hardstand | Zoned IN1 General Industrial | Located next to M5 Motorway / Hume Highway | 4km to Macarthur Intermodal | 13km to M5/M7 Interchange | View more","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2016262068,"11,440 m²",2.34 ha,,Ask Agent,,Ask Agent,Vacant," Factory, Warehouse & Industrial",15-May-20,"https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016262068_1_1_200515_013714-w1600-h900 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016262068_2_1_200515_013714-w1600-h900 | https://res-3.cloudinary.com/cre/image/fetch/h_252,f_auto,c_fill,q_auto,d_placeholder_viubzx.png/https%3A%2F%2Fcre.domainstatic.com.au%2F2016262068_3_1_200515_013714-w1600-h900 | ",[Adrian Balderston : +61 407 506 010 : https://www.commercialrealestate.com.au/real-estate-agents/colliers-international-sydney-south-west-19820] | [Jon Orsborn : 0401 711 841 : null] | ,,,,,,,,,,
